"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"TOMBRADY","QB","Tom Brady","NE",1,1,19.4,38.3,25.8,282.7,2.2,0.5,2.1,2.6,0.1,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",2,2,18.6,41.3,26.8,325.6,1.9,0.9,1.6,2.5,0.1,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",3,3,18.2,39.5,26.2,309.8,1.9,0.8,1.9,5.8,0.1,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",4,4,17.6,31.1,20.6,263.6,2.3,0.6,1.7,4.5,0.1,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",5,5,17.5,35.9,23.5,277.1,1.7,0.8,3.3,16.2,0.1,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",6,6,17.1,39.2,25.6,302.9,1.8,0.9,2.1,6.2,0,0,0,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,6,17.1,31,19.8,244,1.1,0.4,6.6,40.6,0.2,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",6,6,17.1,38.7,24.7,303,1.9,1,1,1.8,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",9,9,16.8,38,25,298,2,1,2,0,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",10,10,16.5,34,22,269,2,1,3,16,0,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",10,10,16.5,39,23,263,2,1,4,17,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",10,10,16.5,28,18,221,2,1,6,39,0,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",13,13,16.3,35.3,22.8,286.7,1.8,0.9,1.9,4.3,0,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",14,14,16.2,34.6,22.4,264.7,1.9,0.9,1.5,2.5,0.1,0,0,0,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",14,14,16.2,35.3,21.9,255.3,1.9,0.7,2.6,7.5,0.1,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",16,16,16.1,0,0,0,0,0,0,2,0,8,107,1,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",17,17,15.7,0,0,0,0,0,18,82,1,3,26,0,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",17,17,15.7,32.7,20.7,236.7,1.3,1,5.5,33.1,0.2,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",19,19,15.4,30.8,18.8,224.6,1.2,0.7,6.7,36.1,0.2,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",19,19,15.4,37,23.2,268.7,1.8,1.3,2.8,12.5,0.1,0,0,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",21,21,15.1,37.5,23.9,266.1,1.7,0.9,2.4,5.2,0.1,0,0,0,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",22,22,15,0,0,0,0,0,1,3,0,7,91,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",23,23,14.9,0,0,0,0,0,0,1,0,8,99,1,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",24,24,14.8,0,0,0,0,0,18,82,1,3,19,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","BUF",24,24,14.8,0,0,0,0,0,18,83,1,2,16,0,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",24,24,14.8,0,0,0,0,0,18,81,1,2,15,0,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",27,27,14.6,0,0,0,0,0,19,85,1,1,11,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",28,28,14.4,34,21.1,225.9,1.3,0.6,3.4,17.5,0.1,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",29,29,14.3,30.3,19.6,225.3,1.4,0.9,3.2,10.4,0.1,0,0,0,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",29,29,14.3,33.4,19.9,253.4,1.4,1.1,3,11.5,0.1,0,0,0,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",29,29,14.3,32.3,20,238.4,1.3,0.8,3.7,19.9,0.2,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",32,32,14.1,33.4,21.2,244.9,1.2,0.9,3.8,22.9,0.1,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",32,32,14.1,37.1,22.9,265.5,1.4,0.8,2.3,7.2,0.1,0,0,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",34,34,14,0,0,0,0,0,0,0,0,6,82,1,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",34,34,14,0,0,0,0,0,0,0,0,7,83,1,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",36,36,13.9,0,0,0,0,0,16,66,1,3,26,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",36,36,13.9,0,0,0,0,0,0,0,0,5,83,1,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",38,38,13.8,0,0,0,0,0,15,72,1,2,13,0,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",39,39,13.7,0,0,0,0,0,15,69,1,3,29,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",40,40,13.6,33.7,21.1,239.1,1.4,1.1,3.8,15.8,0.1,0,0,0,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",41,41,13,0,0,0,0,0,1,7,0,6,79,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",41,41,13,0,0,0,0,0,0,0,0,6,71,1,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",41,41,13,29.4,17.4,194.5,1.3,1,5,24.9,0.2,0,0,0,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",44,44,12.9,0,0,0,0,0,0,2,0,5,76,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",45,45,12.6,37.5,23,264.6,1.1,0.8,2.1,7,0.1,0,0,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",46,46,12.3,37.3,23.3,272,1.2,1.2,1.3,5,0,0,0,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","HOU",47,47,11.8,33.6,19.6,240.6,1.2,1,2.3,3.4,0.1,0,0,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",48,48,11.4,0,0,0,0,0,14.3,60,0.5,2.8,21.6,0.1,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",49,49,11.2,0,0,0,0,0,16.1,72.5,0.5,2.5,19.5,0.1,NA,NA,NA
"NICKFOLES","QB","Nick Foles","STL",50,50,10.7,31.2,19.2,218.2,1.1,0.8,2.1,9.4,0.1,0,0,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",51,51,10.5,0,0,0,0,0,0.5,3.1,0,5.5,76.5,0.6,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",51,51,10.5,0,0,0,0,0,16.3,68.5,0.6,1.4,11.3,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",53,53,10.4,0,0,0,0,0,16.8,73.5,0.4,1.7,12.3,0.1,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",54,54,10.1,0,0,0,0,0,16.5,72.4,0.3,1.6,11.5,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",55,55,9.9,0,0,0,0,0,12,50.2,0.4,3.1,28.8,0.1,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","SEA",55,55,9.9,0,0,0,0,0,0,0,0,4,48,1,NA,NA,NA
