"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"CAMNEWTON","QB","Cam Newton","CAR",1,1,22.8,30,18.8,226.1,2.3,0.7,8.8,44.4,0.4,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",2,2,21.6,38.3,25.8,282.1,2.9,0.7,2.3,2.9,0.1,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",3,3,19.5,34.4,22.3,268.7,2.2,0.2,3.3,18.3,0.1,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",4,4,17.9,43,28.3,330.8,1.8,1.1,1.4,2,0,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",4,4,17.9,41.3,26.8,298.8,2.1,0.8,1.9,6.4,0.1,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",6,6,17.7,34.8,22.2,295.6,2,0.8,1.8,2.9,0.1,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",7,7,17.5,32,19.6,240.4,2.1,0.8,4.2,12.7,0.2,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",8,8,17.3,35.6,23.6,259.6,1.9,0.6,2.5,11.9,0.1,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",9,9,17.2,39.8,24.6,296,2.1,0.8,1.2,2.4,0,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",10,10,16.7,36.6,22.6,293.9,2,1,2.1,6.2,0.1,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",11,11,16,40.1,25.5,314,1.6,0.9,1.6,3.5,0,0,0,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","BUF",12,12,15.9,0,0,0,0,0,19.9,100,0.6,4.1,29.1,0.1,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",12,12,15.9,36,21.6,241.2,2,1.4,4.5,19.4,0.2,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",14,14,15.8,38.1,22.7,281.3,1.8,1.1,2,5.6,0,0,0,0,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",15,15,15.4,0,0,0,0,0,21.5,100.6,0.8,2,16.7,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",15,15,15.4,36.1,22.1,256.6,1.7,1.1,3.3,19.1,0,0,0,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",15,15,15.4,0,0,0,0,0,20.4,78,0.5,5.5,50,0.1,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",18,18,15.2,33.3,20.3,228.5,1.8,0.8,2.8,18.4,0.1,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",19,19,15.1,30.4,18.3,224,1.3,0.6,6.2,38.5,0.2,0,0,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",20,20,15,34.1,20.7,226.3,1.2,0.6,4.2,22.7,0.1,0,0,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",20,20,15,0,0,0,0,0,21,106,0.6,2.5,18.9,0.1,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",22,22,14.8,42.3,25.2,277.1,1.8,1.4,2.4,6.9,0,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",23,23,14.6,39.4,26.2,299.4,1.4,1,2.4,7.5,0,0,0,0,NA,NA,NA
"BROCKOSWEILER","QB","Brock Osweiler","DEN",24,24,14.1,31.8,19.4,236.1,1.4,0.6,2.7,9.5,0.1,0,0,0,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",24,24,14.1,30.2,19,237,1.4,0.9,3.1,14.7,0.1,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",24,24,14.1,31.5,20.4,240.1,1.5,0.9,3,14,0.1,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",24,24,14.1,30.3,18.9,217.9,1.2,0.7,5.8,29,0.2,0,0,0,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","CLE",28,28,13.9,39.2,23.5,282,1.5,1.4,1.6,4.8,0,0,0,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","HOU",28,28,13.9,35.8,20.8,258.3,1.5,1,1.6,2.5,0,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",30,30,13.6,0,0,0,0,0,0.3,1.7,0,7.9,109.5,0.6,NA,NA,NA
"MATTSCHAUB","QB","Matt Schaub","BAL",30,30,13.6,37.7,23.1,272.6,1.5,1.1,1.8,2.9,0.1,0,0,0,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",30,30,13.6,43.8,26.1,287.4,1.2,0.9,1.9,4.8,0.1,0,0,0,NA,NA,NA
"CHARCANDRICKWEST","RB","Charcandrick West","KC",33,33,13.1,0,0,0,0,0,15.5,63.4,0.7,3,23.5,0.1,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",33,33,13.1,0,0,0,0,0,17.4,78.3,0.6,2.6,24,0.1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",35,35,12.9,0,0,0,0,0,0,0,0,7.9,101.8,0.5,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",36,36,12.6,0,0,0,0,0,0.1,0.8,0,6.8,94.7,0.6,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",37,37,12.4,0,0,0,0,0,0,0,0,6.8,97.1,0.6,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",37,37,12.4,0,0,0,0,0,15.7,65.6,0.5,4.8,36.5,0.1,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",39,39,12.2,0,0,0,0,0,0,0,0,6.5,89.5,0.7,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",39,39,12.2,0,0,0,0,0,19.8,82.7,0.3,2.8,23,0.1,NA,NA,NA
"TODDGURLEY","RB","Todd Gurley","STL",39,39,12.2,0,0,0,0,0,16.2,67.8,0.8,2.5,18.8,0.1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",42,42,12.1,0,0,0,0,0,0,0,0,5.5,85,0.7,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",43,43,12,0,0,0,0,0,20.7,85.6,0.5,2.2,18.3,0.1,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",43,43,12,0,0,0,0,0,19.5,97,0.5,1.3,9.3,0.1,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",45,45,11.9,0,0,0,0,0,17.3,86.4,0.6,0.8,6.2,0.1,NA,NA,NA
"THOMASRAWLS","RB","Thomas Rawls","SEA",46,46,11.6,0,0,0,0,0,19,86.5,0.4,1.7,13.2,0.1,NA,NA,NA
"DAVIDJOHNSON","RB","David Johnson","ARI",47,47,11.5,0,0,0,0,0,15.2,56.9,0.4,3.4,35.2,0.2,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",47,47,11.5,0,0,0,0,0,0,0,0,6.5,89.9,0.6,NA,NA,NA
