"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"DREWBREES","QB","Drew Brees","NO",1,1,23.2,NA,NA,375,2,0,NA,2,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,21.44,NA,NA,386,2,1,NA,0,0,NA,0,0,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,3,21.2,NA,NA,0,0,0,NA,0,0,NA,152,1,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",2,4,20,NA,NA,0,0,0,NA,1,0,NA,139,1,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",1,5,19.1,NA,NA,0,0,0,NA,80,1,NA,51,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,6,17.7,NA,NA,0,0,0,NA,78,1,NA,39,0,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",3,6,17.7,NA,NA,0,0,0,NA,0,0,NA,117,1,NA,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",4,8,16.7,NA,NA,0,0,0,NA,0,0,NA,107,1,NA,0,0
"ANDREJOHNSON","WR","Andre Johnson","HOU",5,9,16.5,NA,NA,0,0,0,NA,0,0,NA,105,1,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",3,10,16.2,NA,NA,0,0,0,NA,101,1,NA,21,0,NA,0,1
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",6,10,16.2,NA,NA,0,0,0,NA,0,0,NA,102,1,NA,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",7,12,15.9,NA,NA,0,0,0,NA,0,0,NA,99,1,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",8,13,15.6,NA,NA,0,0,0,NA,2,0,NA,94,1,NA,0,0
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",8,13,15.6,NA,NA,0,0,0,NA,0,0,NA,96,1,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",8,13,15.6,NA,NA,0,0,0,NA,1,0,NA,95,1,NA,0,0
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",11,16,15.4,NA,NA,0,0,0,NA,0,0,NA,94,1,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",3,17,15.38,NA,NA,247,1,0,NA,15,0,NA,0,0,NA,0,0
"MICHAELCRABTREE","WR","Michael Crabtree","SF",12,18,15.1,NA,NA,0,0,0,NA,0,0,NA,91,1,NA,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,18,15.1,NA,NA,0,0,0,NA,0,0,NA,91,1,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",4,20,14.96,NA,NA,279,1,1,NA,18,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",5,21,14.58,NA,NA,287,1,1,NA,11,0,NA,0,0,NA,0,0
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",6,22,14.48,NA,NA,217,1,0,NA,18,0,NA,0,0,NA,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",7,23,14.26,NA,NA,279,1,1,NA,11,0,NA,0,0,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",13,24,14.2,NA,NA,0,0,0,NA,3,0,NA,79,1,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,25,14.1,NA,NA,0,0,0,NA,49,1,NA,32,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",8,26,14.06,NA,NA,294,1,1,NA,3,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",9,27,13.8,NA,NA,290,1,1,NA,2,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",10,28,13.62,NA,NA,288,1,1,NA,1,0,NA,0,0,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",11,29,13.34,NA,NA,241,1,1,NA,17,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",12,30,13.1,NA,NA,275,1,1,NA,1,0,NA,0,0,NA,0,0
"FRANKGORE","RB","Frank Gore","SF",5,31,13,NA,NA,0,0,0,NA,54,1,NA,16,0,NA,0,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",5,31,13,NA,NA,0,0,0,NA,64,1,NA,6,0,NA,0,0
"EJMANUEL","QB","EJ Manuel","BUF",13,33,12.84,NA,NA,231,1,1,NA,16,0,NA,0,0,NA,0,0
"SHAUNHILL","QB","Shaun Hill","STL",14,34,12.8,NA,NA,215,1,0,NA,2,0,NA,0,0,NA,0,0
"MONTEEBALL","RB","Montee Ball","DEN",7,34,12.8,NA,NA,0,0,0,NA,54,1,NA,14,0,NA,0,0
"ZACSTACY","RB","Zac Stacy","STL",7,34,12.8,NA,NA,0,0,0,NA,55,1,NA,13,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",15,37,12.48,NA,NA,257,1,1,NA,2,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",16,38,12.42,NA,NA,243,1,1,NA,7,0,NA,0,0,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",17,39,12.4,NA,NA,205,1,0,NA,2,0,NA,0,0,NA,0,0
"KEENANALLEN","WR","Keenan Allen","SD",14,39,12.4,NA,NA,0,0,0,NA,0,0,NA,64,1,NA,0,0
