"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB L",1,1,25.94,NA,NA,311,3,0,NA,15,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",2,2,23.94,NA,NA,211,2,1,NA,35,1,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",3,3,23.18,NA,NA,322,3,1,NA,3,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",4,4,20.54,NA,NA,306,2,0,NA,3,0,NA,0,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",1,5,19,NA,NA,0,0,0,NA,112,1,NA,18,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,6,18.46,NA,NA,214,2,1,NA,39,0,NA,0,0,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",6,7,17.92,NA,NA,228,2,1,NA,28,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",7,8,17.76,NA,NA,249,2,1,NA,18,0,NA,0,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,9,17.6,NA,NA,0,0,0,NA,2,0,NA,114,1,NA,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAC",8,10,17.38,NA,NA,227,2,1,NA,23,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",9,11,17.26,NA,NA,269,2,1,NA,5,0,NA,0,0,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",2,12,17,NA,NA,0,0,0,NA,0,0,NA,110,1,NA,0,0
"JOSHMCCOWN","QB","Josh McCown","CLE",10,13,16.94,NA,NA,241,2,1,NA,13,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",11,14,16.68,NA,NA,242,2,1,NA,10,0,NA,0,0,NA,0,0
"NICKFOLES","QB","Nick Foles","STL",12,15,16.64,NA,NA,261,2,1,NA,2,0,NA,0,0,NA,0,0
"DEREKCARR","QB","Derek Carr","OAK",13,16,16.54,NA,NA,251,2,1,NA,5,0,NA,0,0,NA,0,0
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",2,17,16.4,NA,NA,0,0,0,NA,66,1,NA,38,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",14,18,16.34,NA,NA,256,2,1,NA,1,0,NA,0,0,NA,0,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",15,19,16.3,NA,NA,215,2,1,NA,17,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",16,20,16.12,NA,NA,233,2,1,NA,8,0,NA,0,0,NA,0,0
"TODDGURLEY","RB","Todd Gurley","STL",3,21,16.1,NA,NA,0,0,0,NA,85,1,NA,16,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",17,22,16.06,NA,NA,244,2,1,NA,3,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",18,23,15.94,NA,NA,216,2,1,NA,13,0,NA,0,0,NA,0,0
"LANDRYJONES","QB","Landry Jones","PIT",19,24,15.9,NA,NA,245,2,1,NA,1,0,NA,0,0,NA,0,0
"ODELLBECKHAM","WR","Odell Beckham","NYG",3,25,15.8,NA,NA,0,0,0,NA,4,0,NA,94,1,NA,0,0
"AMARICOOPER","WR","Amari Cooper","OAK",3,25,15.8,NA,NA,0,0,0,NA,0,0,NA,98,1,NA,0,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",4,27,15.7,NA,NA,0,0,0,NA,77,1,NA,20,0,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",5,27,15.7,NA,NA,0,0,0,NA,6,0,NA,91,1,NA,0,0
"MATTCASSEL","QB","Matt Cassel","DAL",20,29,15.6,NA,NA,170,2,1,NA,8,0,NA,0,0,NA,1,0
"MIKEEVANS","WR","Mike Evans","TB",6,30,15.3,NA,NA,0,0,0,NA,0,0,NA,93,1,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",6,30,15.3,NA,NA,0,0,0,NA,1,0,NA,92,1,NA,0,0
"CHRISIVORY","RB","Chris Ivory","NYJ",5,32,14.7,NA,NA,0,0,0,NA,75,1,NA,12,0,NA,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",8,32,14.7,NA,NA,0,0,0,NA,0,0,NA,87,1,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",8,32,14.7,NA,NA,0,0,0,NA,2,0,NA,85,1,NA,0,0
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",1,32,14.7,NA,NA,0,0,0,NA,0,0,NA,87,1,NA,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","SEA",2,36,14.3,NA,NA,0,0,0,NA,0,0,NA,83,1,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB F",6,37,14.2,NA,NA,0,0,0,NA,62,1,NA,20,0,NA,0,0
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",7,38,14.1,NA,NA,0,0,0,NA,67,1,NA,14,0,NA,0,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",8,39,14,NA,NA,0,0,0,NA,51,1,NA,29,0,NA,0,0
"TJYELDON","RB","T.J. Yeldon","JAC",8,39,14,NA,NA,0,0,0,NA,65,1,NA,15,0,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",10,41,13.8,NA,NA,0,0,0,NA,64,1,NA,14,0,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",11,42,13.7,NA,NA,0,0,0,NA,64,1,NA,13,0,NA,0,0
"TYLEREIFERT","TE","Tyler Eifert","CIN",3,42,13.7,NA,NA,0,0,0,NA,0,0,NA,77,1,NA,0,0
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",12,44,13.5,NA,NA,0,0,0,NA,51,1,NA,24,0,NA,0,0
"DARRENMCFADDEN","RB","Darren McFadden","DAL",12,44,13.5,NA,NA,0,0,0,NA,68,1,NA,7,0,NA,0,0
"STEFONDIGGS","WR","Stefon Diggs","MIN",10,46,13.2,NA,NA,0,0,0,NA,0,0,NA,72,1,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",10,46,13.2,NA,NA,0,0,0,NA,0,0,NA,72,1,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",21,48,13.08,NA,NA,262,1,1,NA,6,0,NA,0,0,NA,0,0
"DOUGBALDWIN","WR","Doug Baldwin","SEA",12,49,13,NA,NA,0,0,0,NA,1,0,NA,69,1,NA,0,0
"CJSPILLER","RB","C.J. Spiller","NO",14,50,12.9,NA,NA,0,0,0,NA,44,1,NA,25,0,NA,0,0
"BRANDINCOOKS","WR","Brandin Cooks","NO",13,50,12.9,NA,NA,0,0,0,NA,7,0,NA,62,1,NA,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",14,52,12.8,NA,NA,0,0,0,NA,0,0,NA,68,1,NA,0,0
"MIKEWALLACE","WR","Mike Wallace","MIN",14,52,12.8,NA,NA,0,0,0,NA,2,0,NA,66,1,NA,0,0
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",4,52,12.8,NA,NA,0,0,0,NA,0,0,NA,68,1,NA,0,0
"GARYBARNIDGE","TE","Gary Barnidge","CLE",5,55,12.7,NA,NA,0,0,0,NA,0,0,NA,67,1,NA,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",15,56,12.6,NA,NA,0,0,0,NA,54,1,NA,12,0,NA,0,0
