"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,23.96,NA,NA,309,3,1,NA,16,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",2,2,23.78,NA,NA,212,2,1,NA,33,1,NA,0,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB F",1,3,21.8,NA,NA,0,0,0,NA,122,1,NA,36,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,4,19.6,NA,NA,0,0,0,NA,90,1,NA,46,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",3,5,19.52,NA,NA,298,2,1,NA,16,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",4,6,19.18,NA,NA,312,2,1,NA,7,0,NA,0,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",5,7,18.5,NA,NA,305,2,1,NA,3,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",6,8,18.42,NA,NA,218,2,1,NA,37,0,NA,0,0,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",3,9,18,NA,NA,0,0,0,NA,78,1,NA,42,0,NA,0,0
"NICKFOLES","QB","Nick Foles","STL",7,10,17.62,NA,NA,283,2,1,NA,3,0,NA,0,0,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",8,11,17.48,NA,NA,197,2,1,NA,36,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",9,12,17.38,NA,NA,242,2,1,NA,17,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",10,13,17.34,NA,NA,271,2,1,NA,5,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",11,14,17.14,NA,NA,266,2,1,NA,5,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,15,17,NA,NA,0,0,0,NA,83,1,NA,27,0,NA,0,0
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",12,16,16.74,NA,NA,261,2,1,NA,3,0,NA,0,0,NA,0,0
"SAMBRADFORD","QB","Sam Bradford","PHI",13,17,16.54,NA,NA,256,2,1,NA,3,0,NA,0,0,NA,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",5,18,16.5,NA,NA,0,0,0,NA,89,1,NA,16,0,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",1,18,16.5,NA,NA,0,0,0,NA,3,0,NA,102,1,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",14,20,16.48,NA,NA,257,2,1,NA,2,0,NA,0,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",2,21,16.2,NA,NA,0,0,0,NA,2,0,NA,100,1,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",15,22,16.04,NA,NA,216,2,1,NA,14,0,NA,0,0,NA,0,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",16,23,16,NA,NA,210,2,1,NA,16,0,NA,0,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",6,23,16,NA,NA,0,0,0,NA,103,1,NA,17,0,NA,0,1
"PEYTONMANNING","QB","Peyton Manning","DEN",17,25,15.94,NA,NA,251,2,1,NA,-1,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",18,26,15.82,NA,NA,243,2,1,NA,1,0,NA,0,0,NA,0,0
"MICHAELVICK","QB","Michael Vick","PIT",19,27,15.68,NA,NA,192,1,1,NA,40,0,NA,0,0,NA,1,0
"LUKEMCCOWN","QB","Luke McCown","NO",20,28,15.4,NA,NA,230,2,1,NA,2,0,NA,0,0,NA,0,0
