"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"RUSSELLWILSON","QB","Russell Wilson","SEA",1,1,25.64,NA,NA,236,2,1,NA,42,1,NA,0,0,NA,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,24.26,NA,NA,314,3,1,NA,17,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",3,3,23.92,NA,NA,213,2,1,NA,34,1,NA,0,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB Q",1,4,22,NA,NA,0,0,0,NA,124,1,NA,36,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",4,5,20.14,NA,NA,306,3,2,NA,-1,0,NA,0,0,NA,0,0
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",5,6,19.54,NA,NA,331,2,2,NA,3,0,NA,0,0,NA,1,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,7,19.18,NA,NA,232,2,1,NA,39,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",7,8,18.9,NA,NA,305,2,1,NA,7,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,9,18.6,NA,NA,0,0,0,NA,83,1,NA,43,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",8,10,18.42,NA,NA,303,2,1,NA,3,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",9,11,18.36,NA,NA,294,2,1,NA,6,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",10,12,18.22,NA,NA,268,2,1,NA,15,0,NA,0,0,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",11,13,18.16,NA,NA,234,2,1,NA,28,0,NA,0,0,NA,0,0
"ODELLBECKHAM","WR","Odell Beckham","NYG",1,14,18,NA,NA,0,0,0,NA,5,0,NA,115,1,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",3,15,17,NA,NA,0,0,0,NA,72,1,NA,38,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",12,16,16.98,NA,NA,267,2,1,NA,3,0,NA,0,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",13,17,16.8,NA,NA,265,2,1,NA,2,0,NA,0,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",4,17,16.8,NA,NA,0,0,0,NA,111,1,NA,17,0,NA,0,1
"MIKEEVANS","WR","Mike Evans","TB P",2,17,16.8,NA,NA,0,0,0,NA,0,0,NA,108,1,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",14,20,16.42,NA,NA,248,2,1,NA,5,0,NA,0,0,NA,0,0
"NICKFOLES","QB","Nick Foles","STL",15,21,16.36,NA,NA,254,2,1,NA,2,0,NA,0,0,NA,0,0
"SAMBRADFORD","QB","Sam Bradford","PHI",16,22,16.26,NA,NA,249,2,1,NA,3,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",17,23,16.24,NA,NA,251,2,1,NA,2,0,NA,0,0,NA,0,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",18,24,16.1,NA,NA,210,2,1,NA,17,0,NA,0,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",3,24,16.1,NA,NA,0,0,0,NA,2,0,NA,99,1,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",4,26,16,NA,NA,0,0,0,NA,0,0,NA,100,1,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",19,27,15.92,NA,NA,208,2,1,NA,16,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",20,28,15.62,NA,NA,238,2,1,NA,1,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",5,29,15.6,NA,NA,0,0,0,NA,73,1,NA,23,0,NA,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",6,30,15.5,NA,NA,0,0,0,NA,79,1,NA,16,0,NA,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",6,30,15.5,NA,NA,0,0,0,NA,95,1,NA,20,0,NA,0,1
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",21,32,15.48,NA,NA,217,2,1,NA,8,0,NA,0,0,NA,0,0
"LUKEMCCOWN","QB","Luke McCown","NO",22,33,15.4,NA,NA,230,2,1,NA,2,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",23,34,15.3,NA,NA,200,2,1,NA,13,0,NA,0,0,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",5,34,15.3,NA,NA,0,0,0,NA,1,0,NA,92,1,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","BUF",8,36,15.2,NA,NA,0,0,0,NA,77,1,NA,15,0,NA,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",6,37,15,NA,NA,0,0,0,NA,0,0,NA,90,1,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",7,38,14.9,NA,NA,0,0,0,NA,1,0,NA,88,1,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",8,39,14.7,NA,NA,0,0,0,NA,2,0,NA,85,1,NA,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","SEA",1,40,14.6,NA,NA,0,0,0,NA,0,0,NA,86,1,NA,0,0
"MARKINGRAM","RB","Mark Ingram","NO",9,41,14.5,NA,NA,0,0,0,NA,75,1,NA,10,0,NA,0,0
"JAMEISWINSTON","QB","Jameis Winston","TB",24,42,14.48,NA,NA,197,2,1,NA,6,0,NA,0,0,NA,0,0
"FRANKGORE","RB","Frank Gore","IND",10,43,14.4,NA,NA,0,0,0,NA,70,1,NA,14,0,NA,0,0
"DAVIDJOHNSON","RB","David Johnson","ARI",10,43,14.4,NA,NA,0,0,0,NA,56,1,NA,28,0,NA,0,0
"TJYELDON","RB","T.J. Yeldon","JAC",12,45,14.1,NA,NA,0,0,0,NA,66,1,NA,15,0,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",9,45,14.1,NA,NA,0,0,0,NA,0,0,NA,81,1,NA,0,0
"ERICDECKER","WR","Eric Decker","NYJ",10,47,14,NA,NA,0,0,0,NA,0,0,NA,80,1,NA,0,0
"RASHADJENNINGS","RB","Rashad Jennings","NYG",13,48,13.8,NA,NA,0,0,0,NA,59,1,NA,19,0,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB P",11,48,13.8,NA,NA,0,0,0,NA,6,0,NA,72,1,NA,0,0
"AMARICOOPER","WR","Amari Cooper","OAK",11,48,13.8,NA,NA,0,0,0,NA,0,0,NA,78,1,NA,0,0
"PIERREGARCON","WR","Pierre Garcon","WAS",11,48,13.8,NA,NA,0,0,0,NA,0,0,NA,78,1,NA,0,0
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",11,48,13.8,NA,NA,0,0,0,NA,0,0,NA,78,1,NA,0,0
"BRANDINCOOKS","WR","Brandin Cooks","NO P",15,53,13.7,NA,NA,0,0,0,NA,9,0,NA,68,1,NA,0,0
"TYLEREIFERT","TE","Tyler Eifert","CIN",2,53,13.7,NA,NA,0,0,0,NA,0,0,NA,77,1,NA,0,0
"ALFREDBLUE","RB","Alfred Blue","HOU",14,55,13.6,NA,NA,0,0,0,NA,63,1,NA,13,0,NA,0,0
"MIKEWALLACE","WR","Mike Wallace","MIN",16,55,13.6,NA,NA,0,0,0,NA,2,0,NA,74,1,NA,0,0
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",16,55,13.6,NA,NA,0,0,0,NA,0,0,NA,76,1,NA,0,0
"MARKUSWHEATON","WR","Markus Wheaton","PIT",18,58,13.4,NA,NA,0,0,0,NA,2,0,NA,72,1,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",15,59,13.3,NA,NA,0,0,0,NA,60,1,NA,13,0,NA,0,0
"DEVINFUNCHESS","WR","Devin Funchess","CAR",19,59,13.3,NA,NA,0,0,0,NA,0,0,NA,73,1,NA,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",19,59,13.3,NA,NA,0,0,0,NA,0,0,NA,73,1,NA,0,0
"MARQUESCOLSTON","WR","Marques Colston","NO",21,62,13.2,NA,NA,0,0,0,NA,0,0,NA,72,1,NA,0,0
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",21,62,13.2,NA,NA,0,0,0,NA,0,0,NA,72,1,NA,0,0
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",16,64,13,NA,NA,0,0,0,NA,46,1,NA,24,0,NA,0,0
"CHRISIVORY","RB","Chris Ivory","NYJ",16,64,13,NA,NA,0,0,0,NA,60,1,NA,10,0,NA,0,0
