"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"TOMBRADY","QB","Tom Brady","NE",1,1,24.04,0,NA,313,2.8,0.9,3,3.7,0.2,0,0,0,0,0.1,0.2
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,23.7,0,NA,257,2.9,0.3,3.3,17.7,0.2,0,0,0,0,0.1,0.3
"ANDYDALTON","QB","Andy Dalton","CIN",3,3,20.7,0,NA,245,2.3,0.7,4.2,12.1,0.2,0,0,0,0,0.1,0.1
"BLAKEBORTLES","QB","Blake Bortles","JAX",4,4,19.42,0,NA,280,1.8,0.8,3.3,18.6,0.1,0,0,0,0,0.1,0.3
"CAMNEWTON","QB","Cam Newton","CAR",5,5,19.36,0,NA,194,1.6,1,8.3,42.5,0.4,0,0,0,0,0.1,0.3
"DEREKCARR","QB","Derek Carr","OAK",6,6,19.19,0,NA,269,2.2,0.6,1.9,5,0,0,0,0,0,0.1,0.3
"DREWBREES","QB","Drew Brees","NO",7,7,18.95,0,NA,301,1.8,0.7,2.1,3,0.1,0,0,0,0,0.1,0.2
"TODDGURLEY","RB","Todd Gurley","STL",1,7,18.95,3.5,NA,0,0,0,20.5,100,0.8,3,24.1,0.1,0,0,0.1
"KIRKCOUSINS","QB","Kirk Cousins","WAS",8,9,17.9,0,NA,271,1.9,0.9,1.2,3.5,0,0,0,0,0,0.1,0.2
"ELIMANNING","QB","Eli Manning","NYG",9,10,17.85,0,NA,295,1.8,0.9,1.4,2.7,0,0,0,0,0,0,0.3
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",10,11,17.72,0,NA,236,1.8,1.1,4.2,18.2,0.2,0,0,0,0,0.1,0.3
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",2,12,17.69,2.8,NA,0,0,0,21.2,115,0.6,2,14.7,0.1,0,0,0.1
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",3,13,17.48,4.2,NA,0,0,0,16.5,80.8,0.8,3.3,25.9,0.1,0,0,0.1
"RUSSELLWILSON","QB","Russell Wilson","SEA",11,14,17.32,0,NA,226,1.3,0.9,6.5,39.9,0.1,0,0,0,0,0,0.3
"PEYTONMANNING","QB","Peyton Manning","DEN",12,15,17.13,0,NA,278,1.7,1,0.6,1.8,0,0,0,0,0,0,0.2
"CARSONPALMER","QB","Carson Palmer","ARI",13,16,17.1,0,NA,281,1.6,0.8,1.7,2.7,0.1,0,0,0,0,0,0.1
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",14,17,16.83,0,NA,271,1.7,1.4,1.8,6,0.1,0,0,0,0,0,0.3
"BRIANHOYER","QB","Brian Hoyer","HOU",15,18,16.8,0,NA,326,1.3,1.2,1.6,2.4,0,0,0,0,0,0,0.2
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",1,19,16.74,11.8,NA,0,0,0,0,0,0,7.4,107,0.4,0,0,0.1
"JOEFLACCO","QB","Joe Flacco","BAL",16,20,16.65,0,NA,267,1.5,0.7,2.1,4.1,0.1,0,0,0,0,0,0.2
"DARRENMCFADDEN","RB","Darren McFadden","DAL",4,21,16.61,4.1,NA,0,0,0,21.2,77.4,0.6,3.3,28,0.2,0,0,0.1
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",17,22,16.56,0,NA,222,1.2,1,6.2,30.8,0.2,0,0,0,0,0,0.3
"MARKINGRAM","RB","Mark Ingram","NO",5,23,16.48,4.2,NA,0,0,0,17.5,78.2,0.6,3.4,26.1,0.1,0,0,0.1
"JUSTINFORSETT","RB","Justin Forsett","BAL",6,24,16.37,3.8,NA,0,0,0,20.1,84.9,0.6,3.1,24.3,0.1,0,0,0.1
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,25,16.31,12.1,NA,0,0,0,0,0,0,7.5,95.8,0.5,0,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",3,26,16.29,8,NA,0,0,0,0.9,5.6,0,5.9,80.3,0.8,0,0,0
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",18,27,16.21,0,NA,242,1.5,1.1,5,25,0.1,0,0,0,0,0,0.6
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",19,28,15.94,0,NA,251,1.4,1.3,2.9,18.6,0.1,0,0,0,0,0,0.4
"AJGREEN","WR","A.J. Green","CIN",4,29,15.72,8.4,NA,0,0,0,0,0,0,5.4,85.2,0.8,0,0,0.1
"JULIANEDELMAN","WR","Julian Edelman","NE",5,30,15.71,9.8,NA,0,0,0,0.5,3.3,0,7.2,77.4,0.7,0,0,0.1
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,31,15.66,0,NA,275,1.3,1.3,2.1,10.2,0.1,0,0,0,0,0,0.4
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",6,32,15.53,10.4,NA,0,0,0,0.2,1.4,0,6.8,89.7,0.5,0,0,0
"SAMBRADFORD","QB","Sam Bradford","PHI",21,33,15.47,0,NA,239,1.5,0.8,2.1,5.2,0.1,0,0,0,0,0,0.3
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",7,34,15.25,10.8,NA,0,0,0,0.3,1.7,0,6.9,96.1,0.3,0,0,0.1
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",22,35,15.22,0,NA,244,1,0.9,3.7,18.4,0.1,0,0,0,0,0,0.1
"ALLENROBINSON","WR","Allen Robinson","JAX",8,36,15.03,9.9,NA,0,0,0,0,0,0,6.2,89.7,0.5,0,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",7,37,14.93,2.4,NA,0,0,0,20.5,88.8,0.6,1.9,15.9,0.1,0,0,0.2
