"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.38,NA,NA,312,3,0,NA,19,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,24.3,NA,NA,310,3,0,NA,-1,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",3,3,24.26,NA,NA,299,3,0,NA,3,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",1,4,23.6,NA,NA,0,0,0,NA,91,2,NA,45,0,NA,0,1
"JORDYNELSON","WR","Jordy Nelson","GB",1,5,23.4,NA,NA,0,0,0,NA,0,0,NA,114,2,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,6,21.4,NA,NA,0,0,0,NA,0,0,NA,94,2,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,7,20.52,NA,NA,258,2,0,NA,22,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",5,8,20.22,NA,NA,303,2,0,NA,1,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",6,9,20.08,NA,NA,297,2,0,NA,2,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",7,10,20,NA,NA,225,2,1,NA,50,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",8,11,19.74,NA,NA,286,2,0,NA,3,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",9,12,18.92,NA,NA,263,2,0,NA,4,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",10,13,18.26,NA,NA,244,2,1,NA,25,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",11,14,18.14,NA,NA,276,2,1,NA,11,0,NA,0,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",12,15,18.06,NA,NA,284,2,1,NA,7,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",3,16,17.9,NA,NA,0,0,0,NA,0,0,NA,119,1,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",13,17,17.7,NA,NA,215,2,1,NA,31,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",14,18,17.02,NA,NA,218,2,1,NA,23,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,19,16.78,NA,NA,237,2,1,NA,13,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",2,20,16.7,NA,NA,0,0,0,NA,73,1,NA,34,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",16,21,16.6,NA,NA,260,2,1,NA,2,0,NA,0,0,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,22,16.5,NA,NA,0,0,0,NA,0,0,NA,105,1,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",17,23,16.46,NA,NA,239,2,1,NA,9,0,NA,0,0,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",3,24,16.3,NA,NA,0,0,0,NA,72,1,NA,31,0,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",18,25,16.12,NA,NA,238,2,1,NA,6,0,NA,0,0,NA,0,0
"MARKINGRAM","RB","Mark Ingram","NO",4,26,15.4,NA,NA,0,0,0,NA,76,1,NA,18,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",5,27,15.2,NA,NA,0,0,0,NA,0,0,NA,92,1,NA,0,0
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",19,28,15.14,NA,NA,241,1,1,NA,35,0,NA,0,0,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",5,29,15,NA,NA,0,0,0,NA,71,1,NA,19,0,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",6,29,15,NA,NA,0,0,0,NA,0,0,NA,90,1,NA,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",6,31,14.5,NA,NA,0,0,0,NA,72,1,NA,13,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",6,31,14.5,NA,NA,0,0,0,NA,69,1,NA,16,0,NA,0,0
