"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"JULIOJONES","WR","Julio Jones","ATL",1,1,24.3,NA,NA,0,0,0,NA,0,0,NA,123,2,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",1,2,23.82,NA,NA,298,3,0,NA,-1,0,NA,0,0,NA,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",2,3,22.7,NA,NA,0,0,0,NA,0,0,NA,107,2,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,4,22.4,NA,NA,0,0,0,NA,80,2,NA,24,0,NA,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",2,5,21.52,NA,NA,293,2,0,NA,18,0,NA,0,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",3,6,21.2,NA,NA,0,0,0,NA,0,0,NA,92,2,NA,0,0
"DREWBREES","QB","Drew Brees","NO",3,7,20.26,NA,NA,299,2,0,NA,3,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,8,20.22,NA,NA,253,2,0,NA,21,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",5,9,20.16,NA,NA,294,2,0,NA,4,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",6,10,20.12,NA,NA,293,2,0,NA,4,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",7,11,20,NA,NA,295,2,0,NA,2,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",8,12,19.62,NA,NA,288,2,0,NA,1,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",9,13,19.3,NA,NA,265,2,0,NA,7,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,14,18.5,NA,NA,0,0,0,NA,85,1,NA,40,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",10,15,18.22,NA,NA,233,2,1,NA,29,0,NA,0,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,16,17.98,NA,NA,282,2,1,NA,7,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",12,17,17.96,NA,NA,239,2,1,NA,24,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",13,18,17.9,NA,NA,240,2,1,NA,23,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",14,19,17.86,NA,NA,269,2,1,NA,11,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,20,17.8,NA,NA,260,2,1,NA,14,0,NA,0,0,NA,0,0
"ANDREELLINGTON","RB","Andre Ellington","ARI",3,20,17.8,NA,NA,0,0,0,NA,77,0,NA,41,1,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",16,22,17.76,NA,NA,219,2,1,NA,30,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,23,17.3,NA,NA,0,0,0,NA,76,1,NA,37,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",17,24,17.24,NA,NA,276,2,1,NA,2,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",18,25,17.04,NA,NA,266,2,1,NA,4,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",19,26,16.94,NA,NA,251,2,1,NA,9,0,NA,0,0,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",20,27,16.72,NA,NA,253,2,1,NA,6,0,NA,0,0,NA,0,0
"JAKELOCKER","QB","Jake Locker","TEN",20,27,16.72,NA,NA,223,2,1,NA,18,0,NA,0,0,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,29,16.7,NA,NA,0,0,0,NA,0,0,NA,107,1,NA,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",5,30,16,NA,NA,0,0,0,NA,0,0,NA,100,1,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",6,31,15.7,NA,NA,0,0,0,NA,0,0,NA,97,1,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",5,32,14.8,NA,NA,0,0,0,NA,68,1,NA,20,0,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",7,33,14.6,NA,NA,0,0,0,NA,0,0,NA,106,1,NA,0,1
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",8,34,14.4,NA,NA,0,0,0,NA,0,0,NA,84,1,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",6,35,14.3,NA,NA,0,0,0,NA,60,1,NA,23,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",6,35,14.3,NA,NA,0,0,0,NA,68,1,NA,15,0,NA,0,0
"SHANEVEREEN","RB","Shane Vereen","NE",8,37,14.2,NA,NA,0,0,0,NA,38,1,NA,44,0,NA,0,0
"PERCYHARVIN","WR","Percy Harvin","NYJ",9,37,14.2,NA,NA,0,0,0,NA,13,0,NA,69,1,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",9,37,14.2,NA,NA,0,0,0,NA,0,0,NA,82,1,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",11,40,13.8,NA,NA,0,0,0,NA,11,0,NA,67,1,NA,0,0
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",9,41,13.6,NA,NA,0,0,0,NA,59,0,NA,37,1,NA,0,1
"ANDREWILLIAMS","RB","Andre Williams","NYG",9,41,13.6,NA,NA,0,0,0,NA,61,1,NA,15,0,NA,0,0
"ERICDECKER","WR","Eric Decker","NYJ",12,43,13.5,NA,NA,0,0,0,NA,0,0,NA,75,1,NA,0,0
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",1,43,13.5,NA,NA,0,0,0,NA,0,0,NA,75,1,NA,0,0
"MIKEWALLACE","WR","Mike Wallace","MIA",13,45,13.4,NA,NA,0,0,0,NA,0,0,NA,74,1,NA,0,0
"FRANKGORE","RB","Frank Gore","SF",11,46,13.3,NA,NA,0,0,0,NA,61,1,NA,12,0,NA,0,0
"ANDREJOHNSON","WR","Andre Johnson","HOU",14,46,13.3,NA,NA,0,0,0,NA,0,0,NA,73,1,NA,0,0
"JULIUSTHOMAS","TE","Julius Thomas","DEN",2,46,13.3,NA,NA,0,0,0,NA,0,0,NA,73,1,NA,0,0
"KEENANALLEN","WR","Keenan Allen","SD",15,49,13.1,NA,NA,0,0,0,NA,0,0,NA,71,1,NA,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",12,50,12.9,NA,NA,0,0,0,NA,56,1,NA,13,0,NA,0,0
"BRANDENOLIVER","RB","Branden Oliver","SD",12,50,12.9,NA,NA,0,0,0,NA,64,1,NA,5,0,NA,0,0
"BENTATE","RB","Ben Tate","CLE",12,50,12.9,NA,NA,0,0,0,NA,57,1,NA,12,0,NA,0,0
"MICHAELCRABTREE","WR","Michael Crabtree","SF",16,50,12.9,NA,NA,0,0,0,NA,0,0,NA,69,1,NA,0,0
"PIERREGARCON","WR","Pierre Garcon","WAS",16,50,12.9,NA,NA,0,0,0,NA,0,0,NA,69,1,NA,0,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",15,55,12.8,NA,NA,0,0,0,NA,58,1,NA,10,0,NA,0,0
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",18,56,12.5,NA,NA,0,0,0,NA,0,0,NA,65,1,NA,0,0
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",3,56,12.5,NA,NA,0,0,0,NA,0,0,NA,65,1,NA,0,0
"TYHILTON","WR","T.Y. Hilton","IND",19,58,12.4,NA,NA,0,0,0,NA,0,0,NA,64,1,NA,0,0
"RUEBENRANDLE","WR","Rueben Randle","NYG",20,59,12.3,NA,NA,0,0,0,NA,0,0,NA,63,1,NA,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",22,60,12.14,NA,NA,196,1,1,NA,23,0,NA,0,0,NA,0,0
"SAMMYWATKINS","WR","Sammy Watkins","BUF",21,61,12.1,NA,NA,0,0,0,NA,0,0,NA,61,1,NA,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAX",23,62,11.86,NA,NA,179,1,1,NA,27,0,NA,0,0,NA,0,0
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",22,63,11.8,NA,NA,0,0,0,NA,0,0,NA,58,1,NA,0,0
"JORDANREED","TE","Jordan Reed","WAS",4,63,11.8,NA,NA,0,0,0,NA,0,0,NA,58,1,NA,0,0
"GENOSMITH","QB","Geno Smith","NYJ",24,65,11.76,NA,NA,194,1,1,NA,20,0,NA,0,0,NA,0,0
"REGGIEWAYNE","WR","Reggie Wayne","IND",23,66,11.7,NA,NA,0,0,0,NA,0,0,NA,57,1,NA,0,0
"MARKINGRAM","RB","Mark Ingram","NO",16,67,11.6,NA,NA,0,0,0,NA,45,1,NA,11,0,NA,0,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",16,67,11.6,NA,NA,0,0,0,NA,71,1,NA,5,0,NA,0,1
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",16,67,11.6,NA,NA,0,0,0,NA,44,1,NA,12,0,NA,0,0
"STEVESMITH","WR","Steve Smith","BAL",24,70,11.5,NA,NA,0,0,0,NA,0,0,NA,55,1,NA,0,0
"LARRYDONNELL","TE","Larry Donnell","NYG",5,71,11.3,NA,NA,0,0,0,NA,0,0,NA,53,1,NA,0,0
"GREGOLSEN","TE","Greg Olsen","CAR",6,72,11.2,NA,NA,0,0,0,NA,0,0,NA,52,1,NA,0,0
"JASONWITTEN","TE","Jason Witten","DAL",6,72,11.2,NA,NA,0,0,0,NA,0,0,NA,52,1,NA,0,0
"TRAVISKELCE","TE","Travis Kelce","KC",8,74,10.9,NA,NA,0,0,0,NA,0,0,NA,49,1,NA,0,0
"JAMESJONES","WR","James Jones","OAK",25,75,10.8,NA,NA,0,0,0,NA,0,0,NA,48,1,NA,0,0
"VERNONDAVIS","TE","Vernon Davis","SF",9,76,10.7,NA,NA,0,0,0,NA,0,0,NA,47,1,NA,0,0
"AUSTINDAVIS","QB","Austin Davis","STL",25,77,10.54,NA,NA,186,1,1,NA,11,0,NA,0,0,NA,0,0
