"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.48,NA,NA,312,3,0,NA,20,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,24.5,NA,NA,315,3,0,NA,-1,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",1,3,23.8,NA,NA,0,0,0,NA,92,2,NA,46,0,NA,0,1
"JORDYNELSON","WR","Jordy Nelson","GB",1,4,23.4,NA,NA,0,0,0,NA,0,0,NA,114,2,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,5,22.9,NA,NA,0,0,0,NA,84,2,NA,25,0,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,6,20.6,NA,NA,0,0,0,NA,0,0,NA,86,2,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",3,7,20.48,NA,NA,302,2,0,NA,4,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",4,8,19.9,NA,NA,290,2,0,NA,3,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,9,19.78,NA,NA,222,2,1,NA,49,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",6,10,19.64,NA,NA,281,2,0,NA,4,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",3,11,18.8,NA,NA,0,0,0,NA,0,0,NA,128,1,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",7,12,18.7,NA,NA,250,2,0,NA,7,0,NA,0,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",8,13,18.42,NA,NA,293,2,1,NA,7,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",9,14,18.22,NA,NA,278,2,1,NA,11,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",10,15,17.98,NA,NA,287,2,1,NA,5,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",11,16,17.86,NA,NA,239,2,1,NA,23,0,NA,0,0,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",12,17,17.74,NA,NA,216,2,1,NA,31,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",13,18,17.5,NA,NA,255,2,1,NA,13,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",14,19,17.16,NA,NA,219,2,1,NA,24,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,20,17.1,NA,NA,0,0,0,NA,77,1,NA,34,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",15,21,16.34,NA,NA,236,2,1,NA,9,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",16,22,16.08,NA,NA,247,2,1,NA,2,0,NA,0,0,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",4,23,15.8,NA,NA,0,0,0,NA,69,1,NA,29,0,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",17,24,15.78,NA,NA,232,2,1,NA,5,0,NA,0,0,NA,0,0
"MARKINGRAM","RB","Mark Ingram","NO",5,25,15.5,NA,NA,0,0,0,NA,76,1,NA,19,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",4,25,15.5,NA,NA,0,0,0,NA,0,0,NA,95,1,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",4,25,15.5,NA,NA,0,0,0,NA,0,0,NA,115,1,NA,0,1
"EDDIELACY","RB","Eddie Lacy","GB",6,28,15.1,NA,NA,0,0,0,NA,75,1,NA,16,0,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",7,29,14.8,NA,NA,0,0,0,NA,69,1,NA,19,0,NA,0,0
"ANDREELLINGTON","RB","Andre Ellington","ARI",8,30,14.5,NA,NA,0,0,0,NA,55,0,NA,30,1,NA,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",9,31,14.3,NA,NA,0,0,0,NA,70,1,NA,13,0,NA,0,0
"TREMASON","RB","Tre Mason","STL",9,31,14.3,NA,NA,0,0,0,NA,59,1,NA,24,0,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",6,31,14.3,NA,NA,0,0,0,NA,12,0,NA,71,1,NA,0,0
