"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.64,NA,NA,326,3,0,NA,16,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",2,2,24.08,NA,NA,297,3,0,NA,2,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",3,3,22.9,NA,NA,315,3,1,NA,3,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",4,4,19.48,NA,NA,207,1,1,NA,32,1,NA,0,0,NA,0,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",5,5,19.08,NA,NA,142,2,1,NA,14,1,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",6,6,18.82,NA,NA,303,2,1,NA,7,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",7,7,18.5,NA,NA,215,2,1,NA,39,0,NA,0,0,NA,0,0
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",1,7,18.5,NA,NA,0,0,0,NA,89,1,NA,36,0,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",8,9,18.08,NA,NA,232,2,1,NA,28,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",9,10,17.72,NA,NA,288,2,1,NA,2,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",10,11,17.6,NA,NA,280,2,1,NA,4,0,NA,0,0,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",1,12,17.4,NA,NA,0,0,0,NA,2,0,NA,112,1,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",11,13,17.38,NA,NA,242,2,1,NA,17,0,NA,0,0,NA,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",12,14,17.28,NA,NA,257,2,1,NA,10,0,NA,0,0,NA,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAC",13,15,17.2,NA,NA,220,2,1,NA,24,0,NA,0,0,NA,0,0
"ODELLBECKHAM","WR","Odell Beckham","NYG",2,16,17,NA,NA,0,0,0,NA,5,0,NA,105,1,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",2,17,16.9,NA,NA,0,0,0,NA,111,1,NA,18,0,NA,0,1
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",14,18,16.84,NA,NA,266,2,1,NA,2,0,NA,0,0,NA,0,0
"DEREKCARR","QB","Derek Carr","OAK",15,19,16.82,NA,NA,258,2,1,NA,5,0,NA,0,0,NA,0,0
"JOSHMCCOWN","QB","Josh McCown","CLE",16,20,16.8,NA,NA,240,2,1,NA,12,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",3,20,16.8,NA,NA,0,0,0,NA,1,0,NA,107,1,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",17,22,16.6,NA,NA,240,2,1,NA,10,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",18,23,16.54,NA,NA,261,2,1,NA,1,0,NA,0,0,NA,0,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",19,24,16.5,NA,NA,220,2,1,NA,17,0,NA,0,0,NA,0,0
"KIRKCOUSINS","QB","Kirk Cousins","WAS",20,25,16.4,NA,NA,245,2,1,NA,6,0,NA,0,0,NA,0,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",21,26,16.28,NA,NA,277,2,2,NA,12,0,NA,0,0,NA,0,0
"TODDGURLEY","RB","Todd Gurley","STL",3,27,16.2,NA,NA,0,0,0,NA,87,1,NA,15,0,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",4,27,16.2,NA,NA,0,0,0,NA,7,0,NA,95,1,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",4,27,16.2,NA,NA,0,0,0,NA,0,0,NA,102,1,NA,0,0
"AMARICOOPER","WR","Amari Cooper","OAK",6,30,16.1,NA,NA,0,0,0,NA,0,0,NA,101,1,NA,0,0
"NICKFOLES","QB","Nick Foles","STL",22,31,16.04,NA,NA,246,2,1,NA,2,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",23,32,15.86,NA,NA,224,2,1,NA,9,0,NA,0,0,NA,0,0
"MIKEEVANS","WR","Mike Evans","TB",7,33,15.5,NA,NA,0,0,0,NA,0,0,NA,95,1,NA,0,0
"MATTCASSEL","QB","Matt Cassel","DAL",24,34,15.44,NA,NA,166,2,1,NA,8,0,NA,0,0,NA,1,0
"CARSONPALMER","QB","Carson Palmer","ARI",25,35,15.34,NA,NA,226,2,1,NA,3,0,NA,0,0,NA,0,0
"CHRISIVORY","RB","Chris Ivory","NYJ",4,36,15,NA,NA,0,0,0,NA,78,1,NA,12,0,NA,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",8,36,15,NA,NA,0,0,0,NA,0,0,NA,90,1,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",9,38,14.9,NA,NA,0,0,0,NA,2,0,NA,87,1,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB P",5,39,14.8,NA,NA,0,0,0,NA,67,1,NA,21,0,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",10,40,14.7,NA,NA,0,0,0,NA,0,0,NA,87,1,NA,0,0
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",1,41,14.5,NA,NA,0,0,0,NA,0,0,NA,85,1,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",11,42,14.4,NA,NA,0,0,0,NA,2,0,NA,82,1,NA,0,0
"TJYELDON","RB","T.J. Yeldon","JAC",6,43,14.3,NA,NA,0,0,0,NA,69,1,NA,14,0,NA,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","SEA",2,43,14.3,NA,NA,0,0,0,NA,0,0,NA,83,1,NA,0,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",7,45,14,NA,NA,0,0,0,NA,51,1,NA,29,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",26,46,13.8,NA,NA,280,1,1,NA,6,0,NA,0,0,NA,0,0
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",8,46,13.8,NA,NA,0,0,0,NA,50,1,NA,28,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",9,48,13.7,NA,NA,0,0,0,NA,51,1,NA,26,0,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","BUF",9,48,13.7,NA,NA,0,0,0,NA,65,1,NA,12,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",12,50,13.6,NA,NA,0,0,0,NA,1,0,NA,75,1,NA,0,0
"TYLEREIFERT","TE","Tyler Eifert","CIN",3,50,13.6,NA,NA,0,0,0,NA,0,0,NA,76,1,NA,0,0
"FRANKGORE","RB","Frank Gore","IND",11,52,13.4,NA,NA,0,0,0,NA,61,1,NA,13,0,NA,0,0
"DARRENMCFADDEN","RB","Darren McFadden","DAL",11,52,13.4,NA,NA,0,0,0,NA,68,1,NA,6,0,NA,0,0
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",11,52,13.4,NA,NA,0,0,0,NA,61,1,NA,13,0,NA,0,0
"STEFONDIGGS","WR","Stefon Diggs","MIN",13,52,13.4,NA,NA,0,0,0,NA,0,0,NA,74,1,NA,0,0
"DANNYWOODHEAD","RB","Danny Woodhead","SD",14,56,13.3,NA,NA,0,0,0,NA,46,0,NA,47,1,NA,0,1
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",15,57,13.2,NA,NA,0,0,0,NA,48,1,NA,24,0,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",15,57,13.2,NA,NA,0,0,0,NA,58,1,NA,14,0,NA,0,0
"THOMASRAWLS","RB","Thomas Rawls","SEA",15,57,13.2,NA,NA,0,0,0,NA,97,0,NA,35,0,NA,0,0
"DOUGBALDWIN","WR","Doug Baldwin","SEA",14,60,13,NA,NA,0,0,0,NA,1,0,NA,69,1,NA,0,0
"MIKEWALLACE","WR","Mike Wallace","MIN",14,60,13,NA,NA,0,0,0,NA,2,0,NA,68,1,NA,0,0
"CJSPILLER","RB","C.J. Spiller","NO",18,62,12.8,NA,NA,0,0,0,NA,44,1,NA,24,0,NA,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",16,62,12.8,NA,NA,0,0,0,NA,0,0,NA,68,1,NA,0,0
"DOUGMARTIN","RB","Doug Martin","TB",19,64,12.7,NA,NA,0,0,0,NA,58,1,NA,9,0,NA,0,0
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",19,64,12.7,NA,NA,0,0,0,NA,59,1,NA,8,0,NA,0,0
"BRANDINCOOKS","WR","Brandin Cooks","NO",17,64,12.7,NA,NA,0,0,0,NA,7,0,NA,60,1,NA,0,0
"DESEANJACKSON","WR","DeSean Jackson","WAS",17,64,12.7,NA,NA,0,0,0,NA,2,0,NA,65,1,NA,0,0
"JAMESJONES","WR","James Jones","GB",17,64,12.7,NA,NA,0,0,0,NA,0,0,NA,67,1,NA,0,0
"GARYBARNIDGE","TE","Gary Barnidge","CLE",4,64,12.7,NA,NA,0,0,0,NA,0,0,NA,67,1,NA,0,0
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",20,70,12.5,NA,NA,0,0,0,NA,0,0,NA,65,1,NA,0,0
"DELANIEWALKER","TE","Delanie Walker","TEN",5,70,12.5,NA,NA,0,0,0,NA,0,0,NA,65,1,NA,0,0
