"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",1,1,40.3,1,NA,0,0,0,21,140,4,1,23,0,0,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",1,2,36.6,0,NA,315,6,0,0,0,0,0,0,0,0,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,3,31.6,0,NA,340,5,2,0,0,0,0,0,0,0,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",1,4,27.8,8,NA,0,0,0,0,0,0,6,158,2,0,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",2,5,27.2,6,NA,0,0,0,0,0,0,6,152,2,0,0,0
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",3,6,25.8,9,NA,0,0,0,0,0,0,7,138,2,0,0,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",2,7,23.2,1,NA,0,0,0,20,112,2,0,0,0,0,0,0
"CJANDERSON","RB","C.J. Anderson","DEN",3,8,22.3,7,NA,0,0,0,13,90,0,4,73,1,0,0,0
"JOSHMCCOWN","QB","Josh McCown","TB",3,9,21.94,0,NA,301,2,2,5,39,0,0,0,0,0,0,0
"TONYROMO","QB","Tony Romo","DAL",4,10,21.84,0,NA,246,3,0,0,0,0,0,0,0,0,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,11,21.58,0,NA,172,0,2,14,107,1,0,0,0,0,0,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",6,12,21.18,0,NA,332,2,0,2,-1,0,0,0,0,0,0,0
"DREWBREES","QB","Drew Brees","NO",7,13,20.38,0,NA,292,3,2,2,7,0,0,0,0,0,0,1
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",4,14,20.3,7,NA,0,0,0,0,0,0,4,143,1,0,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,15,19.6,13,NA,0,0,0,0,0,0,10,76,2,0,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",5,16,19.2,8,NA,0,0,0,1,5,0,5,67,2,0,0,0
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",6,17,19,7,NA,0,0,0,0,0,0,3,70,2,0,0,0
"MIKEEVANS","WR","Mike Evans","TB",7,18,18.5,9,NA,0,0,0,0,0,0,7,125,1,0,0,0
"JULIUSTHOMAS","TE","Julius Thomas","DEN",2,19,18.3,7,NA,0,0,0,0,0,0,6,63,2,0,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",8,20,18.1,0,NA,280,2,1,2,-1,0,0,0,0,0,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,21,17.8,4,NA,0,0,0,15,98,1,3,20,0,0,0,0
"EDDIELACY","RB","Eddie Lacy","GB",4,21,17.8,6,NA,0,0,0,14,50,0,3,68,1,0,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",8,23,17.3,15,NA,0,0,0,0,0,0,7,113,1,0,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",9,24,17.2,10,NA,0,0,0,0,0,0,8,112,1,0,0,0
"MICHAELVICK","QB","Michael Vick","NYJ",9,25,17.18,0,NA,132,2,0,8,39,0,0,0,0,0,0,0
"DENARDROBINSONJAX","RB","Denard Robinson Jax","JAX",6,26,17,3,NA,0,0,0,15,60,2,2,10,0,0,0,1
"CAMNEWTON","QB","Cam Newton","CAR",10,27,15.84,0,NA,306,2,3,2,6,0,0,0,0,0,0,1
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,28,15.72,0,NA,343,1,2,1,0,0,0,0,0,0,0,0
"MATTRYAN","QB","Matt Ryan","ATL",12,29,15.66,0,NA,219,1,0,3,9,0,0,0,0,0,1,0
"ALEXSMITH","QB","Alex Smith","KC",13,30,15.58,0,NA,177,0,0,4,25,1,0,0,0,0,0,0
"ANQUANBOLDIN","WR","Anquan Boldin","SF",10,31,15.5,15,NA,0,0,0,0,0,0,6,95,1,0,0,0
"STEVENJACKSON","RB","Steven Jackson","ATL",7,31,15.5,2,NA,0,0,0,16,81,1,2,14,0,0,0,0
"TERRANCEWEST","RB","Terrance West","CLE",8,33,15.4,0,NA,0,0,0,26,94,1,0,0,0,0,0,0
"BRANDINCOOKS","WR","Brandin Cooks","NO",11,34,15,8,NA,0,0,0,0,0,0,5,90,1,0,0,0
"KYLEORTON","QB","Kyle Orton","BUF",14,35,14.66,0,NA,259,1,0,2,3,0,0,0,0,0,0,0
"JAREDCOOK","TE","Jared Cook","STL",3,36,14.4,3,NA,0,0,0,0,0,0,2,84,1,0,0,0
"FRANKGORE","RB","Frank Gore","SF",9,37,14.3,1,NA,0,0,0,23,81,1,1,2,0,0,0,0
"DARRENSPROLES","RB","Darren Sproles","PHI",10,38,14.1,2,NA,0,0,0,1,8,1,1,13,0,1,0,0
"MARKINGRAM","RB","Mark Ingram","NO",11,39,13.9,5,NA,0,0,0,27,120,0,3,19,0,0,0,0
"PRESTONPARKER","WR","Preston Parker","NYG",12,39,13.9,7,NA,0,0,0,0,0,0,7,79,1,0,0,0
"DEREKCARR","QB","Derek Carr","OAK",15,41,13.68,0,NA,192,2,2,0,0,0,0,0,0,0,0,0
"TORREYSMITH","WR","Torrey Smith","BAL",13,42,13.5,8,NA,0,0,0,0,0,0,5,75,1,0,0,0
"JOHNBROWN","WR","John Brown","ARI",14,43,13.3,9,NA,0,0,0,0,0,0,5,73,1,0,0,0
"RODDYWHITE","WR","Roddy White","ATL",15,44,13.2,6,NA,0,0,0,0,0,0,6,72,1,0,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",12,45,13.1,7,NA,0,0,0,19,100,0,6,31,0,0,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAX",16,46,12.9,0,NA,290,0,1,3,3,0,0,0,0,0,1,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",17,47,12.8,0,NA,210,1,0,4,24,0,0,0,0,0,0,1
"TJGRAHAM","WR","T.J. Graham","NYJ",16,48,12.7,1,NA,0,0,0,0,0,0,1,67,1,0,0,0
"MYCHALRIVERA","TE","Mychal Rivera","OAK",4,49,12.4,8,NA,0,0,0,0,0,0,6,64,1,0,0,0
"ELIMANNING","QB","Eli Manning","NYG",18,50,12.32,0,NA,283,1,1,0,0,0,0,0,0,0,0,1
"BENTATE","RB","Ben Tate","CLE",13,51,12.1,2,NA,0,0,0,10,34,1,2,27,0,0,0,0
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",17,52,11.9,9,NA,0,0,0,1,11,0,7,108,0,0,0,0
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",14,52,11.9,4,NA,0,0,0,11,36,1,4,23,0,0,0,0
"GREGOLSEN","TE","Greg Olsen","CAR",5,52,11.9,7,NA,0,0,0,0,0,0,6,119,0,0,0,0
"CECILSHORTS","WR","Cecil Shorts III","JAX",17,52,11.9,7,NA,0,0,0,0,0,0,5,119,0,0,0,0
"JULIOJONES","WR","Julio Jones","ATL",17,52,11.9,11,NA,0,0,0,0,0,0,8,119,0,0,0,0
"BRENTCELEK","TE","Brent Celek","PHI",6,57,11.6,6,NA,0,0,0,0,0,0,5,116,0,0,0,0
"JOSEPHRANDLE","RB","Joseph Randle","DAL",15,57,11.6,0,NA,0,0,0,7,56,1,0,0,0,0,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",19,59,11.28,0,NA,207,1,1,2,0,0,0,0,0,0,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",20,60,11.2,6,NA,0,0,0,0,0,0,4,72,1,0,0,1
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",20,60,11.2,10,NA,0,0,0,0,0,0,9,112,0,0,0,0
"MIKEWALLACE","WR","Mike Wallace","MIA",22,62,11.1,8,NA,0,0,0,0,0,0,5,51,1,0,0,0
"GOLDENTATE","WR","Golden Tate","DET",23,63,10.9,13,NA,0,0,0,0,0,0,11,109,0,0,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",20,64,10.88,0,NA,272,1,2,2,0,0,0,0,0,0,0,1
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",24,65,10.8,14,NA,0,0,0,0,0,0,11,108,0,0,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",21,66,10.56,0,NA,169,1,0,3,-2,0,0,0,0,0,0,0
"ANDREELLINGTON","RB","Andre Ellington","ARI",16,67,10.2,5,NA,0,0,0,18,23,1,5,19,0,0,0,0
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",22,68,10.16,0,NA,179,1,1,0,0,0,0,0,0,0,0,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",17,69,10.1,0,NA,0,0,0,12,41,1,0,0,0,0,0,0
"ANDREWILLIAMS","RB","Andre Williams","NYG",18,70,9.8,5,NA,0,0,0,13,33,1,2,5,0,0,0,0
"CHRISHOGAN","WR","Chris Hogan","BUF",25,71,9.7,7,NA,0,0,0,0,0,0,5,57,1,0,0,1
"CARLOSHYDE","RB","Carlos Hyde","SF",19,72,9.6,0,NA,0,0,0,4,36,1,0,0,0,0,0,0
"JASONWITTEN","TE","Jason Witten","DAL",7,73,9.3,7,NA,0,0,0,0,0,0,5,33,1,0,0,0
"DWAYNEBOWE","WR","Dwayne Bowe","KC",26,73,9.3,12,NA,0,0,0,0,0,0,8,93,0,0,0,0
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","RIA",8,75,9,9,NA,0,0,0,0,0,0,5,30,1,0,0,0
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",20,76,8.8,4,NA,0,0,0,4,12,1,2,16,0,0,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",23,77,8.74,0,NA,241,0,1,1,1,0,0,0,0,0,0,0
"AUSTINDAVIS","QB","Austin Davis","STL",24,78,8.64,0,NA,216,1,2,3,0,0,0,0,0,0,0,1
"MATTFORTE","RB","Matt Forte","CHI",21,79,8.1,7,NA,0,0,0,17,54,0,3,27,0,0,0,0
"JOIQUEBELL","RB","Joique Bell","DET",21,79,8.1,3,NA,0,0,0,10,44,0,2,37,0,0,0,0
"TREMASON","RB","Tre Mason","STL",21,79,8.1,6,NA,0,0,0,14,48,0,4,33,0,0,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",25,82,8.02,0,NA,198,0,0,4,1,0,0,0,0,0,0,0
"BRYCEBROWN","RB","Bryce Brown","BUF",24,83,8,7,NA,0,0,0,7,35,0,6,65,0,0,0,1
"ALLENROBINSON","WR","Allen Robinson","JAX",27,83,8,10,NA,0,0,0,0,0,0,5,60,0,0,1,0
"DREWSTANTON","QB","Drew Stanton","ARI",26,85,7.7,0,NA,85,1,0,2,3,0,0,0,0,0,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",25,85,7.7,3,NA,0,0,0,12,19,1,1,-2,0,0,0,0
"VINCENTJACKSON","WR","Vincent Jackson","TB",28,87,7.5,13,NA,0,0,0,0,0,0,8,75,0,0,0,0
"LEONWASHINGTON","RB","Leon Washington","TEN",26,87,7.5,3,NA,0,0,0,1,3,0,2,12,1,0,0,0
"BISHOPSANKEY","RB","Bishop Sankey","TEN",27,89,7.4,3,NA,0,0,0,16,55,0,3,19,0,0,0,0
"BRICEBUTLER","WR","Brice Butler","OAK",29,90,7.2,4,NA,0,0,0,0,0,0,2,12,1,0,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",30,91,7.1,12,NA,0,0,0,1,8,0,6,63,0,0,0,0
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",28,91,7.1,0,NA,0,0,0,4,71,0,0,0,0,0,0,0
"ANDREWQUARLESS","TE","Andrew Quarless","GB",9,93,7,5,NA,0,0,0,0,0,0,2,10,1,0,0,0
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",31,93,7,4,NA,0,0,0,0,0,0,3,70,0,0,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",29,95,6.9,10,NA,0,0,0,11,36,0,8,33,0,0,0,0
"JACEAMARO","TE","Jace Amaro","NYJ",10,96,6.6,5,NA,0,0,0,0,0,0,2,6,1,0,0,0
"THEORIDDICK","RB","Theo Riddick","DET",30,97,6.5,3,NA,0,0,0,3,0,0,2,5,1,0,0,0
"MICHAELCRABTREE","WR","Michael Crabtree","SF",32,98,6.2,8,NA,0,0,0,0,0,0,3,62,0,0,0,0
